Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante
D372a,Análise estruturada e especificação de sistema," Análise Estruturada e Especificação de Sistema é um livro de ferramentas e métodos para o analista. Seu objetivo trazer ao processo de especificação, para guiar o analista, passo a passo, em seu desenvolvimento de uma “Especificação Estruturada”.A “Especificação Estruturada” possui estas características:- É gráfica, composta em sua maior parte de diagramas.- É particionada, não uma especificação única, mas uma rede de “miniespecificações” conectadas.- É top-down, apresenta em um modo hierárquico com uma suave progressão do mais resumido ao mais detalhado.- É concisa. (A especificação do tipo romance vitoriano com 5.000 páginas está fora).- É iterativa. Os elementos da especificação são independentes; são encaminhados de um lado para o outro ente analistas e usuário (dúzias de vezes, se necessário) até que estejam corretos.- É passível de manutenção, uma especificação pode ser atualizada para refletir alteração.- É um modelo em papel do futuro sistema. O usuário pode trabalhar com o modelo para aperfeiçoar sua visão do novo sistema.O método deste livro é completamente à descrição de cada conceitos com numerosos exemplos. Há aproximadamente 200 exemplos (108 diagramas), e um amplo caso de estudo que mostra a utilização da Análise Estruturada em um ambiente comercial.", 1989, Tom Demarco, 333, 85-7001-544-5, Português,http://arquivos.biblioceeteps.com.br/d/999.jpg?v=200711100929&w=320,4,3,1
G195a,Análise estruturada de sistemas," Análise Estruturada de Sistemas compõem-se de um conjunto evoluído de técnicas e instrumentos surgidos do sucesso da programação e do projeto estruturado.Os autores buscam mostrar a diferença entre o trabalho de análise e trabalho de projeto, reconhecendo que os analistas muitas vezes projeta e os projetistas analisam.", 1995, Chris Gane, 257, 85-2160-245-6, Português,http://arquivos.biblioceeteps.com.br/d/377.jpg?v=200711100908&w=320,4,3,1
E22e,Estruturas de dados," Este livro faz parte da série Livros Didáticos Informática Ufrgs, dedicada à publicação de livros-texto para as disciplinas de graduação em Ciência da Computação, Sistemas de Informação, Engenharia da Computação e Informática. Resultado da experiência das autoras em sala de aula, este texto serve de base para o ensino das estruturas de dados listas e árvores, conforme proposto no currículo de referência da Sociedade Brasileira de Computação.", 2009, Nina Edelweiss e Renata Galante, 262, 978-85-7780-381-1, Português,http://arquivos.biblioceeteps.com.br/d/4531.jpg?v=201309040220&w=320,4,3,1
M266,Distributed Processing:,, 1978, Management Report, 80,, Inglês,http://arquivos.biblioceeteps.com.br/d/39067.jpg?v=201419080921&w=320,4,3,1
Y67a,Análise estruturada moderna," A disponibilidade da mais poderosa tecnologia atual modificou o enfoque e a perspectiva da análise de sistemas. Em Análise Estruturada e Moderna, Edward Yourdon descreve essa nova tecnologia e como ela pode ser utilizada no ambiente da análise estruturada.Este livro é útil simultaneamente para iniciantes e veteranos, em virtude de sua inigualável apresentação. Grande parte dos aspectos introdutórios foi incluída em apêndices para consulta pelos iniciantes quando for necessário. Porém os veteranos podem saltar esses tópicos em favor dos aspectos mais avançados. O livro também contém cerca de mil exercícios para revisão e debates.Entre outras características, este livro:- Apresenta os diagramas de transições de estado, no capítulo 13, como uma nova e importante ferramenta para a modelagem de sistemas em tempo-real;- Atualiza a abordagem clássica de modelagem de um sistema físico atual no capítulo 17;- Explica uma nova abordagem de construção do modelo;- Inclui estudos de casos nos apêndices que ilustram as ferramentas e técnicas discutidas no livro.", 1992, Edward Yourdon, 836, 85-7001-615-8, Português,http://arquivos.biblioceeteps.com.br/d/209.jpg?v=200710090421&w=320,4,3,1
P399d,Direito Digital," Este livro é uma edição especial que celebra os 10 anos da obra Direito Digital e toda a sua evolução nos últimos anos no Brasil e no mundo. Foram trazidas novas questões como BYOD (Bring your own device) nas empresas, a mobilidade ainda maior dos colaboradores, o crescimento do cloud computing e das redes sociais, o aumento das discussões sobre Privacidade, as recentes mudanças legislativas com a alteração da CLT (Consolidação das Leis do Trabalho), a nova Lei de Acesso à Informação, a nova Lei de Digitaliação, a nova lei de Crimes Digitais, bem como os novos entendimentos do Judiciário sobre responsabilidade civil na internet.( PINHEIRO, Patricia Peck. Direito Digital, 5ª ed. São Paulo, Saraiva, 2013. ).", 2013, Patricia Peck Pinheiro, 671, 978-85-0220-165-1, Português,http://arquivos.biblioceeteps.com.br/d/62296.jpg?v=201513051242&w=320,4,3,1
A1d,Desenvolvendo Aplicações Comerciais em Java com J2EE e UML," Desenvolvendo aplicações comerciais em Java com J2EE e UML aborda a melhor maneira de aproveitar essas tecnologias em conjunto. Explorando métodos concretos para completar um projeto de desenvolvimento bem-sucedido, os autores cobrem o uso da UML e do J2EE em detalhes. Através de exemplos práticos e um estudo de caso, ilustram os prós e os contras das abordagens específicas do design, mostram como a experiência pessoal pode afetar as soluções de design e exemplificam com abordagens comprovadas para construir um software melhor e mais rápido. Usado como guia, este livro permitirá aos desenvolvedores superar os desafios de trabalhar com a UML e o J2EE coordenadamente, criando aplicações robustas, dimensionáveis e sofisticadas.", 2002, Khawar Zaman Ahmed e Cary E. Umrysh, 302, 85-7393-240-6, Português,http://arquivos.biblioceeteps.com.br/d/4785.jpg?v=201217021049&w=320,4,3,1
A286d,Desenvolvendo Aplicações Comerciais em Java com J2EE e UML," Desenvolvendo aplicações comerciais em Java com J2EE e UML aborda a melhor maneira de aproveitar essas tecnologias em conjunto. Explorando métodos concretos para completar um projeto de desenvolvimento bem-sucedido, os autores cobrem o uso da UML e do J2EE em detalhes. Através de exemplos práticos e um estudo de caso, ilustram os prós e os contras das abordagens específicas do design, mostram como a experiência pessoal pode afetar as soluções de design e exemplificam com abordagens comprovadas para construir um software melhor e mais rápido. Usado como guia, este livro permitirá aos desenvolvedores superar os desafios de trabalhar com a UML e o J2EE coordenadamente, criando aplicações robustas, dimensionáveis e sofisticadas.", 2002, Khawar Zaman Ahmed e Cary E. Umrysh, 302, 85-7393-240-6, Português,http://arquivos.biblioceeteps.com.br/d/4785.jpg?v=201217021049&w=320,4,3,1
B732d,Desenvolvendo Webservices," O objetivo deste livro é auxiliar o desenvolvedor de softwares a incluir, melhorar ou simplesmente avaliar os aspectos de uma aplicação em desenvolvimento (ou ainda a ser desenvolvida), bem como todo o ambiente de desenvolvimento em si. Esta obra pode ser usada também para a implantação de sistemas desenvolvidos com a plataforma .NET, da Microsoft. O desenvolvimento de sistemas é uma das áreas mais afetadas pelos aspectos de segurança e desenvolvimento. Muitos desses problemas existentes hoje em dia não são apenas físicos ou de procedimentos, mas tratam-se de erros de programação e codificação. Programando em C#.NET para Web apresenta o Visual Studio.NET, uma ferramenta da Microsoft destinada a auxiliar no desenvolvimento de sistemas em ASP.Net usando a linguagem C#.NET com segurança, padrão e produtividade.", 2005, Maurício Pereira Borges Júnior, 128, 85-7393-442-5, Português,http://arquivos.biblioceeteps.com.br/d/4513.jpg?v=201321030854&w=320,4,3,1
B732p,Programando em C#.NET para Web," O objetivo deste livro é auxiliar o desenvolvedor de softwares a incluir, melhorar ou simplesmente avaliar os aspectos de uma aplicação em desenvolvimento (ou ainda a ser desenvolvida), bem como todo o ambiente de desenvolvimento em si. Esta obra pode ser usada também para a implantação de sistemas desenvolvidos com a plataforma .NET, da Microsoft.", 2005, Maurício Pereira Borges Júnior, 149, 85-7393-389-5, Português,http://arquivos.biblioceeteps.com.br/d/4947.jpg?v=201226030429&w=320,4,3,1
M527m,Mda Destilada:," A medida que os sistemas vão se tornando mais cruciais para as operações das organizações em todo o mundo, assim também os custos associados à construção e à manutenção deles vão se tornando grandes. Participe da arquitetura orientada por modelos (MDA), um framework padrão do Object Management Group (OMG) que permite aos desenvolvedores vincular modelos de objetos para construir sistemas completos. A MDA impede que decisões de projetos sejam entrelaçadas com o aplicativo e o mantém independente de sua implementação. O resultado é um aplicativo que pode ser combinado com outras tecnologias bem como com outros aplicativos, e modelos que se tornam bens altamente reutilizáveis. MDA Destilada é uma introdução acessível ao padrão MDA bem como às suas ferramentas e tecnologias. O livro descreve os recursos fundamentais da MDA., como eles se encaixam e como usá-los nas empresas atualmente. Ensina ainda a definir um processo orientado por modelos para um projeto envolvendo múltiplas plataformas, a implementar esse processo e, então, testar o sistema resultante.", 2005," Stephen J. Mellor, Kendall Scott, Axel Uhl e Dirk  weise", 169, 85-7393-424-7, Português,http://arquivos.biblioceeteps.com.br/d/78065.jpg?v=201509110939&w=320,4,3,1
N778e,Modelos de Qualidade de Software, O processo de construção de produtos de software deve se adaptar cada vez mais a decomposição e distribuição das atividades de desenvolvimento entre membros de equipe cada vez maiores ., 2001, Mario Lúcio Côrtes, 148, 978-85-2680-551-4, Português,http://arquivos.biblioceeteps.com.br/d/29425.jpg?v=201411060556&w=320,4,3,1
O87m,Microsoft SQL Server 2005: Guia do Desenvolvedor," Crie aplicações robustas para o gerenciamento de dados e inteligência do negócio.Crie poderosos programas de bancos de dados para toda a empresa, usando o Microsoft SQL Server 2005 de forma clara, fornecida neste volume considerado definitivo. Microsoft SQL Server 2005: Guia do Desenvolvedor explica como desenvolver aplicações dos dois lados, servidor e cliente, e como analisar os dados de inteligência do negócio.Todas as recém inseridas características são cobertas em profundidade - incluindo a integração .NET CLR, Reporting Services, Integration Services, Notification Services e Service Broker. Exemplos reais e dicas práticas provam que é possível usar o SQL Server 2005 como uma plataforma intermediária com o Visual Studio 2005, assim como também criar o gerenciamento personalizado de scripts com o SQLCMD, e ainda como melhorar a performance com o SQL Profiler.", 2007, Michael Otey e Denielle Otey, 567, 978-85-7393-621-6, Português,http://arquivos.biblioceeteps.com.br/d/4514.jpg?v=201309040425&w=320,4,3,1
P399i,Infra-estrutura Elétrica para Rede de Computadores," A difusão da Informática, da automação e dos sistemas de telecomunicações modernos tem levado ao uso cada vez maior de novas tecnologias e de novos equipamentos eletroeletrônicos com finalidades diferentes. Com efeito, essa difusão de tecnologias muitas vezes cria efeitos conflitantes que exigem cuidados no momento de se utilizar um ou outro tipo de equipamento. Impõe-se, portanto, o conhecimento de técnicas que permitam a coexistência de sistemas de fabricantes diferentes, com aplicações diferenciadas, mas que necessitam funcionar em conjunto. É disso que trata 'Infra-estrutura Elétrica para Rede de Computadores'.", 2008, José Maurício Pinheiro, 281, 978-85-7393-686-5, Português,http://arquivos.biblioceeteps.com.br/d/62249.jpg?v=201513050848&w=320,4,3,1
